ESPECIFICACOES TECNICAS,,,,,,,,,,,,,,METROLOGIA,,,,,,,,,,,"prontidao
Status",,PATRIMONIO / INVENTARIO,,,,,,,PROCESSO LICITATORIO,,,,,,,OBTENCAO / FINANCEIRO,,,,,,,,"Gerenciamento e transporte do equipamento
OFICINA > ET > TRANSPORTADORA > LABORATORIO",,,,,,,,,,,,,,,,,
"equipamento_classe
ELE – eletrico
MEC – mecanico",equipamento_tipo,equipamento_fabricante,equipamento_modelo,equipamento_serial,equipamento_codigo_interno,equipamento_altura,equipamento_largura,equipamento_equipamento_comprimento,equipamento_tensao,equipamento_potencia,equipamento_necessidade,equipamento_,,faixa de medicao,unidade da medicao,TOLERANCIA,"ERRO MAX TOLERAVEL
ESPEC. PELO USUARIO/PROCEDIMENTO",ERRO MENSURADO CERT. CAL. VIGENTE,VARIANCIA,ANALISE Ia,obsvacao,,,,"prontidao
Status",prioridade,CICLO CALIBRAÇÃO (MESES),"
 DIVISÃO",INCUMBENCIA,CADBEM,INCUMBENCIA_RESPONSAVEL,"PS - Pedido de servico 
",,RESP_PROCESSO,PROCESSO_NUP,CONTRATO / ATA N,VALOR_MAX_TR,DATA_HOMOLOGACAO,DATA_ASS_ATA,VALOR_SERVICO_ATA,SOLEMP,SOLEMP_DATA,NOTA DE EMPENHO,DATA_EMPENHO_RECEBIDO_EXEC,NF,DATA_NF,DATA_CERTIFICACAO_NF,"executor
Laboratorio",,Data de ENTRADA na Oficina  Eletronica,saida para Cali.  Da Oficina  Eletronica,LOTE / REMESSA,RETORNO CAL,ENTREGUE  A OFICINA,,ULTIMA CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,localizacao,COMENTÁRIOS,,"CUSTO ESTIMADO
BASE HIST + AI",ORÇAMENTO,PAGAMENTO,LOCAL CALIBRAÇÃO
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR CCW",,,,,,,,,,,10,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,215132/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEXBIT",,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,217141/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 140 IN LB",,,,,,,,,,,16,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213960/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,215115/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,216976/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213878/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 3/8 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213768/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 85 IN LB",,,,,,,,,,,10,Nm,,,,,,,,,,,,10,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,214960/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, ROTARY TORQUE DRIVER 12-0-12 IN LB",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,TORQUE DRIVER 60-0-60  IN LB 1/4 SQ DR,,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213852/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 10 IN LB (2T-1)",,,,,,,,,,,15,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,Sem etiqueta/214946/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,215158/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,24/09/24,24/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",,,,,,,,,,,70,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213913/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 200-600 FT LB",,,,,,,,,,,820,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",,,,,,,,,,,6,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",,,,,,,,,,,140,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,295848/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,,,,,,,,,,,,,,12,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,214913/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213868/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 250-0-250 FT LB 1/2 SQ DR TE250",,,,,,,,,,,340,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,NAO CALIBRAR EM 2024,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",,,,,,,,,,,140,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,214012/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 50 IN LB 3/8 SQ DR",,,,,,,,,,,6,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45498,#VALOR!,DESCALIBRADO,215125/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 140 IN LB",,,,,,,,,,,16,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 150 IN LB",,,,,,,,,,,20,Nm,,,,,,,,,,,,22,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45506,#VALOR!,DESCALIBRADO,217079/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 150 IN LB",,,,,,,,,,,20,Nm,,,,,,,,,,,,22,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,MSMI TORQ LOTE 03,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44873,#VALOR!,DESCALIBRADO,NAO CALIBRAR EM 2024,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,15,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213845/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 250-0-250 FT LB 1/2 SQ DR TE250",,,,,,,,,,,340,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",,,,,,,,,,,2,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 50 IN LB 3/8 SQ DR",,,,,,,,,,,6,Nm,,,,,,,,,,,,18,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213785/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,24/09/24,24/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213991/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,24/09/24,24/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 18 IN LB 1/4 SQ DR",,,,,,,,,,,"2,5",Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 30 IN LB 1/4 SQ DR",,,,,,,,,,,3,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213835/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 75 IN LB 1/4 HEXBIT",,,,,,,,,,,10,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",,,,,,,,,,,70,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,44872,#VALOR!,DESCALIBRADO,NAO CALIBRAR EM 2024,CMASM,,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,216964/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",,,,,,,,,,,20,Nm,,,,,,,,,,,,15,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",,,,,,,,,,,35,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,13/10/24,15/10/24,,11/11/24,,,45602,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 03,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 30-0-30 IN LB 1/4 SQ DR",,,,,,,,,,,4,Nm,,,,,,,,,,,,36,MK-48,,,,,,,,,,,,,,,,,,,,,,24/09/24,24/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",,,,,,,,,,,10,Nm,,,,,,,,,,,,30,MK-48,,,,,,,,,,,,,,,,,,,,,,16/09/24,18/09/24,,16/10/24,,,45567,#VALOR!,DESCALIBRADO,,CMASM,MSMI TORQ LOTE 02,,100,,,EMPRESA MV
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE PRESET 140 IN LB",,,,,,,,,,,16,Nm,,,,,,,,,,,,24,MK-48,,,,,,,,,,,,,,,,,,,,,,15/07/24,20/08/24,,12/08/24,,,45497,#VALOR!,DESCALIBRADO,213793/24,CMASM,MSMI TORQ LOTE 01,,100,,,EMPRESA MV
